  #time                      mass                       x-momentum                 y-momentum                 z-momentum                 E_total                    E_kinetic                  E_internal                                           
  2.949570920792059237E-003  1.000000000000000000E+000  6.418476861114186249E-017  7.285838599102589797E-017  0.000000000000000000E+000  9.685078409804752653E-001  1.983798837411319682E-001  7.701279572393375794E-001
  2.977019456351485266E-003  1.000000000000000666E+000  8.500145032286354763E-017 -6.591949208711866959E-017  0.000000000000000000E+000  9.685078409804768196E-001  1.983999596182094982E-001  7.701078813622599384E-001
  3.004529702904595347E-003  1.000000000000000666E+000 -3.469446951953614189E-018  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804774857E-001  1.984048862271856617E-001  7.701029547532892705E-001
  3.032208675196677861E-003  9.999999999999996669E-001  1.734723475976807094E-017 -3.122502256758252770E-017  0.000000000000000000E+000  9.685078409804779298E-001  1.983792059223701276E-001  7.701286350581271201E-001
  3.060077835799073637E-003  1.000000000000000888E+000  3.295974604355933479E-017 -8.673617379884035472E-017  0.000000000000000000E+000  9.685078409804803723E-001  1.983341503198603750E-001  7.701736906606364563E-001
  3.088138983230423983E-003  9.999999999999991118E-001  1.214306433183764966E-017  7.632783294297951215E-017  0.000000000000000000E+000  9.685078409804563915E-001  1.982703201610349075E-001  7.702375208194243150E-001
  3.116400163159987330E-003  9.999999999999994449E-001 -6.071532165918824830E-017  1.040834085586084257E-017  0.000000000000000000E+000  9.685078409804590560E-001  1.981938558101884185E-001  7.703139851702709429E-001
  3.144880322568389605E-003  1.000000000000000000E+000  6.938893903907228378E-018  1.387778780781445676E-017  0.000000000000000000E+000  9.685078409804603883E-001  1.981180244891889708E-001  7.703898164912712510E-001
  3.173549542830000035E-003  1.000000000000000444E+000  5.377642775528101993E-017 -5.551115123125782702E-017  0.000000000000000000E+000  9.685078409804632749E-001  1.980280626522990806E-001  7.704797783281622792E-001
  3.202402149595962380E-003  1.000000000000000444E+000 -2.949029909160572061E-017 -4.510281037539698445E-017  0.000000000000000000E+000  9.685078409804639410E-001  1.979426333848756103E-001  7.705652075955853331E-001
  3.231419945235234834E-003  1.000000000000000000E+000 -6.245004513516505540E-017  8.326672684688674053E-017  0.000000000000000000E+000  9.685078409804648292E-001  1.978412708510230988E-001  7.706665701294397319E-001
  3.260601297600478239E-003  1.000000000000000222E+000  1.214306433183764966E-017 -1.040834085586084257E-017  0.000000000000000000E+000  9.685078409804684929E-001  1.977546441794462151E-001  7.707531968010157275E-001
  3.289955741873157313E-003  9.999999999999998890E-001  5.377642775528101993E-017  3.469446951953614189E-017  0.000000000000000000E+000  9.685078409804690480E-001  1.976558558863659720E-001  7.708519850940989127E-001
  3.319487013546840171E-003  9.999999999999997780E-001 -3.642919299551294898E-017  4.510281037539698445E-017  0.000000000000000000E+000  9.685078409804696031E-001  1.975687244330338044E-001  7.709391165474335228E-001
  3.349205800878093074E-003  1.000000000000000444E+000  2.775557561562891351E-017  4.163336342344337027E-017  0.000000000000000000E+000  9.685078409804703803E-001  1.974687597550681684E-001  7.710390812253986592E-001
  3.379127698823797439E-003  9.999999999999998890E-001  5.204170427930421283E-017 -8.326672684688674053E-017  0.000000000000000000E+000  9.685078409804591670E-001  1.973855750960125943E-001  7.711222658844336664E-001
  3.409264581868406280E-003  9.999999999999997780E-001 -1.734723475976807094E-017 -1.387778780781445676E-017  0.000000000000000000E+000  9.685078409804606103E-001  1.972961795708383925E-001  7.712116614096085065E-001
  3.439626457903299794E-003  9.999999999999998890E-001  6.938893903907228378E-018 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804595001E-001  1.972154267808689521E-001  7.712924141995771699E-001
  3.470131935405513894E-003  1.000000000000000666E+000  1.370431546021677605E-016  6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804630528E-001  1.971328164685625661E-001  7.713750245118842219E-001
  3.500768029856557786E-003  9.999999999999997780E-001 -5.898059818321144121E-017 -1.734723475976807094E-017  0.000000000000000000E+000  9.685078409804560584E-001  1.970576259847376388E-001  7.714502149956943278E-001
  3.531552121687910918E-003  1.000000000000000888E+000  2.428612866367529932E-017 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804588340E-001  1.969888280633045052E-001  7.715190129171272115E-001
  3.562443877373791014E-003  9.999999999999994449E-001  5.898059818321144121E-017  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804599442E-001  1.969182908317484992E-001  7.715895501486855768E-001
  3.593475118409129344E-003  9.999999999999993339E-001 -2.775557561562891351E-017  3.122502256758252770E-017  0.000000000000000000E+000  9.685078409804592781E-001  1.968609304899626433E-001  7.716469104905142595E-001
  3.624632264588907235E-003  9.999999999999994449E-001  1.734723475976807094E-017 -2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804462884E-001  1.968003590318527229E-001  7.717074819486090531E-001
  3.655898247330229521E-003  1.000000000000000444E+000 -5.724587470723463412E-017  1.040834085586084257E-016  0.000000000000000000E+000  9.685078409804458444E-001  1.967572108111756979E-001  7.717506301692875770E-001
  3.687304177158149884E-003  9.999999999999997780E-001  1.734723475976807094E-017  7.285838599102589797E-017  0.000000000000000000E+000  9.685078409804466215E-001  1.967064526245247968E-001  7.718013883559377009E-001
  3.718821726965294144E-003  1.000000000000000000E+000 -2.949029909160572061E-017  9.714451465470119729E-017  0.000000000000000000E+000  9.685078409804500632E-001  1.966731146970864264E-001  7.718347262833762379E-001
  3.750446516904789099E-003  1.000000000000000222E+000 -8.673617379884035472E-018  3.469446951953614189E-018  0.000000000000000000E+000  9.685078409804515065E-001  1.966350531815400648E-001  7.718727877989225439E-001
  3.782207970223319324E-003  1.000000000000000000E+000  2.775557561562891351E-017 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804516175E-001  1.966162652119350374E-001  7.718915757685298473E-001
  3.814072929923163595E-003  9.999999999999988898E-001 -1.734723475976807094E-017  4.857225732735059864E-017  0.000000000000000000E+000  9.685078409804517285E-001  1.965909969238579524E-001  7.719168440566074318E-001
  3.846050275326561192E-003  1.000000000000000000E+000  6.071532165918824830E-017 -2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804537269E-001  1.965799056029284286E-001  7.719279353775352348E-001
  3.878161002598824562E-003  1.000000000000001110E+000  3.469446951953614189E-018  6.938893903907228378E-017  0.000000000000000000E+000  9.685078409804553923E-001  1.965691833813815181E-001  7.719386575990846433E-001
  3.910381432339871469E-003  9.999999999999994449E-001 -3.469446951953614189E-017 -6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804589450E-001  1.965716854166273397E-001  7.719361555638390993E-001
  3.942719222628328010E-003  9.999999999999991118E-001 -8.673617379884035472E-018  9.020562075079396891E-017  0.000000000000000000E+000  9.685078409804628308E-001  1.965744427186272292E-001  7.719333982618409307E-001
  3.975175673392949971E-003  9.999999999999993339E-001  2.602085213965210642E-017  3.469446951953614189E-018  0.000000000000000000E+000  9.685078409804613875E-001  1.965831243958822971E-001  7.719247165845862790E-001
  4.007748331793495669E-003  9.999999999999991118E-001  5.377642775528101993E-017 -2.775557561562891351E-017  0.000000000000000000E+000  9.685078409804656063E-001  1.965998907434519660E-001  7.719079502370169710E-001
  4.040445479071246362E-003  1.000000000000000222E+000  1.040834085586084257E-017  7.979727989493312634E-017  0.000000000000000000E+000  9.685078409804648292E-001  1.966191846491732731E-001  7.718886563312974403E-001
  4.073245105132921109E-003  9.999999999999991118E-001 -5.724587470723463412E-017 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804637189E-001  1.966474191864684418E-001  7.718604217940009393E-001
  4.106166969182790949E-003  9.999999999999993339E-001 -8.500145032286354763E-017  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804610544E-001  1.966744676704903494E-001  7.718333733099808081E-001
  4.139215098028590362E-003  9.999999999999991118E-001 -1.249000902703301108E-016 -2.775557561562891351E-017  0.000000000000000000E+000  9.685078409804515065E-001  1.967154539694025706E-001  7.717923870111006446E-001
  4.172386762949476316E-003  9.999999999999998890E-001  4.336808689942017736E-017 -4.857225732735059864E-017  0.000000000000000000E+000  9.685078409804592781E-001  1.967521856818670312E-001  7.717556552986396534E-001
  4.205657947723019652E-003  1.000000000000000000E+000 -3.469446951953614189E-018  0.000000000000000000E+000  0.000000000000000000E+000  9.685078409804610544E-001  1.968012008484620046E-001  7.717066401320460400E-001
  4.239048153734287921E-003  1.000000000000000000E+000  2.428612866367529932E-017 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804614985E-001  1.968427665014842454E-001  7.716650744790343186E-001
  4.272564675056624711E-003  9.999999999999987788E-001  5.204170427930421283E-018 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804612765E-001  1.969011754349596632E-001  7.716066655455621204E-001
  4.306189081536033331E-003  1.000000000000000000E+000 -5.724587470723463412E-017 -4.163336342344337027E-017  0.000000000000000000E+000  9.685078409804629418E-001  1.969517239260408781E-001  7.715561170544851244E-001
  4.339910216118814459E-003  9.999999999999998890E-001  5.551115123125782702E-017 -4.163336342344337027E-017  0.000000000000000000E+000  9.685078409804598332E-001  1.970135847069253709E-001  7.714942562735992437E-001
  4.373750530526625269E-003  1.000000000000000000E+000 -1.734723475976807094E-018  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804602773E-001  1.970687227344742332E-001  7.714391182460527130E-001
  4.407723402242923541E-003  9.999999999999988898E-001 -1.387778780781445676E-017  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804610544E-001  1.971374544325415479E-001  7.713703865479838440E-001
  4.441797864799326701E-003  1.000000000000000888E+000 -2.949029909160572061E-017  1.040834085586084257E-016  0.000000000000000000E+000  9.685078409804641630E-001  1.971981580254908994E-001  7.713096829550356581E-001
  4.476001902365793483E-003  9.999999999999994449E-001  1.214306433183764966E-017  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804641630E-001  1.972683820261229293E-001  7.712394589544059320E-001
  4.510335051416779553E-003  9.999999999999994449E-001 -1.734723475976807094E-018 -9.020562075079396891E-017  0.000000000000000000E+000  9.685078409804628308E-001  1.973339155255057209E-001  7.711739254550222800E-001
  4.544774623549375017E-003  9.999999999999994449E-001 -3.122502256758252770E-017  5.551115123125782702E-017  0.000000000000000000E+000  9.685078409804623867E-001  1.974082761900601557E-001  7.710995647904528294E-001
  4.579304930536671342E-003  1.000000000000000444E+000  8.673617379884035472E-017 -1.734723475976807094E-017  0.000000000000000000E+000  9.685078409804734889E-001  1.974771482387115140E-001  7.710306927417986955E-001
  4.613977699975953944E-003  9.999999999999988898E-001  2.255140518769849223E-017 -5.551115123125782702E-017  0.000000000000000000E+000  9.685078409804741550E-001  1.975496184677881240E-001  7.709582225127220578E-001
  4.648766223675463924E-003  9.999999999999984457E-001  1.318389841742373392E-016 -7.979727989493312634E-017  0.000000000000000000E+000  9.685078409804768196E-001  1.976215934743578706E-001  7.708862475061528663E-001
  4.683669622090200213E-003  9.999999999999993339E-001  6.591949208711866959E-017 -1.734723475976807094E-017  0.000000000000000000E+000  9.685078409804901423E-001  1.976961665019712489E-001  7.708116744785387109E-001
  4.718664423649312697E-003  9.999999999999991118E-001 -6.938893903907228378E-018 -4.163336342344337027E-017  0.000000000000000000E+000  9.685078409804870336E-001  1.977682994858769860E-001  7.707395414946363044E-001
  4.753786366393985760E-003  9.999999999999984457E-001 -7.112366251504909087E-017 -2.428612866367529932E-017  0.000000000000000000E+000  9.685078409804815935E-001  1.978408279539265457E-001  7.706670130265793617E-001
  4.789015053257754742E-003  1.000000000000000888E+000 -5.204170427930421283E-017 -2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804825927E-001  1.979159969172089029E-001  7.705918440632991695E-001
  4.824365012888092233E-003  9.999999999999991118E-001 -4.683753385137379155E-017  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804752653E-001  1.979871293697853252E-001  7.705207116107163356E-001
  4.859849579046603488E-003  9.999999999999997780E-001 -5.551115123125782702E-017  1.387778780781445676E-017  0.000000000000000000E+000  9.685078409804770416E-001  1.980602899647033177E-001  7.704475510157979823E-001
  4.895449864069692167E-003  1.000000000000000666E+000  1.283695372222837250E-016 -6.591949208711866959E-017  0.000000000000000000E+000  9.685078409804797062E-001  1.981286533258120319E-001  7.703791876546899342E-001
  4.931145822378014271E-003  9.999999999999982236E-001  1.040834085586084257E-017  8.326672684688674053E-017  0.000000000000000000E+000  9.685078409804785959E-001  1.982023699893853685E-001  7.703054709911185682E-001
  4.966937435004379134E-003  9.999999999999988898E-001 -8.847089727481716182E-017 -1.734723475976807094E-017  0.000000000000000000E+000  9.685078409804782629E-001  1.982681260300356296E-001  7.702397149504690566E-001
  5.002855181845152280E-003  9.999999999999995559E-001  1.908195823574487804E-017 -2.775557561562891351E-017  0.000000000000000000E+000  9.685078409804810384E-001  1.983378089223511997E-001  7.701700320581533754E-001
  5.038890428399878801E-003  9.999999999999993339E-001 -1.040834085586084257E-017 -4.163336342344337027E-017  0.000000000000000000E+000  9.685078409804829258E-001  1.984013721453264933E-001  7.701064688351775267E-001
  5.075022176741909516E-003  9.999999999999981126E-001  0.000000000000000000E+000 -6.938893903907228378E-017  0.000000000000000000E+000  9.685078409804839250E-001  1.984699707521762890E-001  7.700378702283269261E-001
  5.111255028539950229E-003  1.000000000000000666E+000 -5.898059818321144121E-017 -2.428612866367529932E-017  0.000000000000000000E+000  9.685078409804832589E-001  1.985273343905022969E-001  7.699805065899999468E-001
  5.147603223085319910E-003  9.999999999999991118E-001  7.806255641895631925E-017 -7.632783294297951215E-017  0.000000000000000000E+000  9.685078409804857014E-001  1.985912976950191533E-001  7.699165432854834235E-001
  5.184067014448184504E-003  9.999999999999988898E-001  1.040834085586084257E-017  5.204170427930421283E-017  0.000000000000000000E+000  9.685078409804863675E-001  1.986459665070875458E-001  7.698618744734301300E-001
  5.220594232404406759E-003  9.999999999999993339E-001  1.543903893619358314E-016 -1.387778780781445676E-017  0.000000000000000000E+000  9.685078409804869226E-001  1.987054027592172756E-001  7.698024382213022321E-001
  5.257216361295433127E-003  9.999999999999995559E-001 -3.295974604355933479E-017  7.632783294297951215E-017  0.000000000000000000E+000  9.685078409805206734E-001  1.987528660387800628E-001  7.697549749417725851E-001
  5.293456726995897713E-003  9.999999999999993339E-001 -5.030698080332740574E-017 -2.428612866367529932E-017  0.000000000000000000E+000  9.685078409805230049E-001  1.988047182277483671E-001  7.697031227528032815E-001
  5.329083504988446976E-003  1.000000000000001110E+000 -1.179611963664228824E-016  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409805086830E-001  1.988438062100510717E-001  7.696640347704989393E-001
  5.364143866348205017E-003  9.999999999999991118E-001 -2.081668171172168513E-017 -8.326672684688674053E-017  0.000000000000000000E+000  9.685078409805095712E-001  1.988849912380182550E-001  7.696228497425298132E-001
  5.398451533589782025E-003  1.000000000000000888E+000 -1.058181320345852328E-016 -1.526556658859590243E-016  0.000000000000000000E+000  9.685078409804862565E-001  1.989153413001189530E-001  7.695924996804179852E-001
  5.431815343231345683E-003  9.999999999999988898E-001  4.336808689942017736E-017  3.469446951953614189E-017  0.000000000000000000E+000  9.685078409804848132E-001  1.989467265320740141E-001  7.695611144484628685E-001
  5.463947664131061158E-003  9.999999999999997780E-001 -1.734723475976807094E-018 -3.469446951953614189E-017  0.000000000000000000E+000  9.685078409804523947E-001  1.989647209549532947E-001  7.695431200255848925E-001
  5.494630924772559225E-003  9.999999999999993339E-001 -5.204170427930421283E-018 -3.816391647148975608E-017  0.000000000000000000E+000  9.685078409804559474E-001  1.989731639014982734E-001  7.695346770790404411E-001
  5.526298290824752102E-003  1.000000000000000888E+000 -1.561251128379126385E-017 -8.326672684688674053E-017  0.000000000000000000E+000  9.685078409804431798E-001  1.989816701702063484E-001  7.695261708103329212E-001
  5.560990639527536861E-003  9.999999999999995559E-001  3.469446951953614189E-018  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804450672E-001  1.989951137404134540E-001  7.695127272401256491E-001
  5.595361756452393864E-003  1.000000000000000444E+000  1.734723475976807094E-018  4.857225732735059864E-017  0.000000000000000000E+000  9.685078409804206423E-001  1.990143291840696660E-001  7.694935117964585292E-001
  5.630210386749684437E-003  9.999999999999998890E-001 -3.469446951953614189E-018  4.857225732735059864E-017  0.000000000000000000E+000  9.685078409804135369E-001  1.990257491378408239E-001  7.694820918426897860E-001
  5.665709312483883930E-003  1.000000000000001332E+000  2.949029909160572061E-017  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804146471E-001  1.990482687608176315E-001  7.694595722197123955E-001
  5.701249572619691494E-003  9.999999999999998890E-001 -1.214306433183764966E-017  6.591949208711866959E-017  0.000000000000000000E+000  9.685078409804181998E-001  1.990654666511593729E-001  7.694423743293701268E-001
  5.737199529703394113E-003  9.999999999999990008E-001 -6.071532165918824830E-017 -2.775557561562891351E-017  0.000000000000000000E+000  9.685078409804189770E-001  1.990906429455693294E-001  7.694171980349621132E-001
  5.773248502089538270E-003  9.999999999999990008E-001  1.335737076502141463E-016 -1.734723475976807094E-017  0.000000000000000000E+000  9.685078409804204203E-001  1.991110874383991702E-001  7.693967535421304405E-001
  5.809518624808917772E-003  1.000000000000000000E+000  4.336808689942017736E-017  6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804199762E-001  1.991415857080305607E-001  7.693662552724995773E-001
  5.845945144633393764E-003  9.999999999999993339E-001  3.469446951953614189E-018  5.551115123125782702E-017  0.000000000000000000E+000  9.685078409804248611E-001  1.991663777794739354E-001  7.693414632010592280E-001
  5.882419147883451854E-003  1.000000000000000444E+000 -2.133709875451472726E-016  2.428612866367529932E-017  0.000000000000000000E+000  9.685078409804210864E-001  1.991987688361777087E-001  7.693090721443558433E-001
  5.919004081896743139E-003  1.000000000000000000E+000 -4.510281037539698445E-017  5.204170427930421283E-017  0.000000000000000000E+000  9.685078409804184219E-001  1.992308477546942402E-001  7.692769932258389787E-001
  5.955552892460004577E-003  1.000000000000001332E+000 -7.806255641895631925E-017  1.734723475976807094E-017  0.000000000000000000E+000  9.685078409804287469E-001  1.992651961342991052E-001  7.692426448462325039E-001
  5.992170581105179389E-003  1.000000000000000888E+000 -2.602085213965210642E-017 -1.387778780781445676E-017  0.000000000000000000E+000  9.685078409804287469E-001  1.993011254816242639E-001  7.692067154989061795E-001
  6.028819486063910840E-003  1.000000000000000666E+000  8.673617379884035472E-018 -1.387778780781445676E-017  0.000000000000000000E+000  9.685078409804230848E-001  1.993411357838454911E-001  7.691667051966849522E-001
  6.065472126457830890E-003  1.000000000000000000E+000 -4.336808689942017736E-017  3.469446951953614189E-017  0.000000000000000000E+000  9.685078409804259714E-001  1.993817332618941784E-001  7.691261077186402062E-001
  6.102210012848623480E-003  9.999999999999988898E-001 -2.602085213965210642E-017 -2.428612866367529932E-017  0.000000000000000000E+000  9.685078409804275257E-001  1.994231333657974226E-001  7.690847076147371286E-001
  6.138891216680587154E-003  9.999999999999998890E-001  2.255140518769849223E-017  3.469446951953614189E-018  0.000000000000000000E+000  9.685078409804305233E-001  1.994708669588788896E-001  7.690369740216549399E-001
  6.175609475552018210E-003  9.999999999999993339E-001  2.602085213965210642E-017 -1.006139616066548115E-016  0.000000000000000000E+000  9.685078409804310784E-001  1.995137841027879166E-001  7.689940568776978402E-001
  6.212315178635605811E-003  9.999999999999990008E-001 -6.418476861114186249E-017  1.873501354054951662E-016  0.000000000000000000E+000  9.685078409804331878E-001  1.995652314301561703E-001  7.689426095503300029E-001
  6.249010713554915830E-003  9.999999999999984457E-001  1.040834085586084257E-017  3.816391647148975608E-017  0.000000000000000000E+000  9.685078409804157573E-001  1.996129511199510320E-001  7.688948898605302285E-001
  6.285729359271125319E-003  1.000000000000000222E+000  3.295974604355933479E-017 -5.898059818321144121E-017  0.000000000000000000E+000  9.685078409804173116E-001  1.996669171969958356E-001  7.688409237834861187E-001
  6.322395957863871305E-003  9.999999999999998890E-001 -2.775557561562891351E-017  1.040834085586084257E-017  0.000000000000000000E+000  9.685078409804183108E-001  1.997170456903546443E-001  7.687907952901235076E-001
  6.359104184305020002E-003  1.000000000000000000E+000 -1.110223024625156540E-016 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804196431E-001  1.997753490754496930E-001  7.687324919050309013E-001
  6.395910110493284104E-003  1.000000000000000000E+000  1.214306433183764966E-017 -2.428612866367529932E-017  0.000000000000000000E+000  9.685078409804213084E-001  1.998277859710984039E-001  7.686800550093766393E-001
  6.432720387095858250E-003  9.999999999999994449E-001  0.000000000000000000E+000  9.714451465470119729E-017  0.000000000000000000E+000  9.685078409804224187E-001  1.998879778717813638E-001  7.686198631086893496E-001
  6.469760342108478446E-003  9.999999999999993339E-001  2.775557561562891351E-017  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804246391E-001  1.999468273997656587E-001  7.685610135807091625E-001
  6.506847854995365804E-003  9.999999999999994449E-001 -6.938893903907228378E-018 -4.857225732735059864E-017  0.000000000000000000E+000  9.685078409804244171E-001  2.000069967562607964E-001  7.685008442242122761E-001
  6.544207507078637562E-003  1.000000000000001554E+000 -6.245004513516505540E-017  6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804257493E-001  2.000716870554700710E-001  7.684361539250048612E-001
  6.581767909927748253E-003  9.999999999999986677E-001  2.602085213965210642E-017 -4.510281037539698445E-017  0.000000000000000000E+000  9.685078409804293020E-001  2.001348429646794824E-001  7.683729980157956163E-001
  6.619375840887096324E-003  9.999999999999995559E-001  3.989863994746656317E-017 -1.110223024625156540E-016  0.000000000000000000E+000  9.685078409804465105E-001  2.002013171251278423E-001  7.683065238553520304E-001
  6.658079915118948408E-003  9.999999999999990008E-001 -3.295974604355933479E-017 -6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804480648E-001  2.002695772691711618E-001  7.682382637113087664E-001
  6.700654396773985527E-003  9.999999999999996669E-001  7.459310946700270506E-017  7.979727989493312634E-017  0.000000000000000000E+000  9.685078409804510624E-001  2.003547665405785438E-001  7.681530744398852306E-001
  6.747486326594526185E-003  1.000000000000000444E+000 -7.979727989493312634E-017 -9.020562075079396891E-017  0.000000000000000000E+000  9.685078409804503963E-001  2.004460605361110537E-001  7.680617804443526930E-001
  6.799001449397120908E-003  1.000000000000000666E+000  7.285838599102589797E-017 -2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804528388E-001  2.005514378160245803E-001  7.679564031644534605E-001
  6.855668084479975624E-003  9.999999999999975575E-001 -8.847089727481716182E-017 -1.526556658859590243E-016  0.000000000000000000E+000  9.685078409804509514E-001  2.006704074018262063E-001  7.678374335786530835E-001
  6.918001383071114771E-003  1.000000000000000888E+000  5.898059818321144121E-017  6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804285249E-001  2.007971850686013915E-001  7.677106559118584972E-001
  6.982486397655637139E-003  1.000000000000000444E+000 -1.387778780781445676E-017 -1.040834085586084257E-017  0.000000000000000000E+000  9.685078409804288579E-001  2.009197834322579701E-001  7.675880575482042500E-001
  7.043901829724794061E-003  1.000000000000000444E+000  6.938893903907228378E-018  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804603883E-001  2.010298599299861766E-001  7.674779810504790412E-001
  7.102332483215970105E-003  1.000000000000001332E+000 -5.030698080332740574E-017  2.775557561562891351E-017  0.000000000000000000E+000  9.685078409804621646E-001  2.011330877243794057E-001  7.673747532560862838E-001
  7.157904928875823136E-003  9.999999999999991118E-001 -8.326672684688674053E-017  7.979727989493312634E-017  0.000000000000000000E+000  9.685078409804650512E-001  2.012261292782421829E-001  7.672817117022390221E-001
  7.210808595387370457E-003  1.000000000000001332E+000  8.847089727481716182E-017 -1.040834085586084257E-017  0.000000000000000000E+000  9.685078409804659394E-001  2.013225290347739060E-001  7.671853119457111569E-001
  7.261264204808180744E-003  9.999999999999994449E-001  7.979727989493312634E-017  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804679378E-001  2.014116610334441559E-001  7.670961799470422671E-001
  7.309576618492288555E-003  1.000000000000000000E+000  6.245004513516505540E-017 -6.591949208711866959E-017  0.000000000000000000E+000  9.685078409804697142E-001  2.014976234054779436E-001  7.670102175750123097E-001
  7.356074338531996479E-003  9.999999999999994449E-001 -1.318389841742373392E-016  1.179611963664228824E-016  0.000000000000000000E+000  9.685078409804264155E-001  2.015818178264134342E-001  7.669260231540364625E-001
  7.401093220282106006E-003  9.999999999999996669E-001 -7.285838599102589797E-017  1.179611963664228824E-016  0.000000000000000000E+000  9.685078409804295241E-001  2.016590303727706368E-001  7.668488106076791766E-001
  7.444965027194253362E-003  1.000000000000000000E+000 -4.336808689942017736E-017  1.214306433183764966E-016  0.000000000000000000E+000  9.685078409804309674E-001  2.017394581506152529E-001  7.667683828298373916E-001
  7.487983781510653206E-003  9.999999999999990008E-001  2.359223927328457648E-016 -3.816391647148975608E-017  0.000000000000000000E+000  9.685078409804447341E-001  2.018135840471881326E-001  7.666942569332655388E-001
  7.530397286855901318E-003  9.999999999999993339E-001 -2.602085213965210642E-017  5.204170427930421283E-017  0.000000000000000000E+000  9.685078409804439570E-001  2.018897760781102613E-001  7.666180649023424110E-001
  7.572391304900429054E-003  1.000000000000000000E+000 -2.081668171172168513E-017  3.122502256758252770E-017  0.000000000000000000E+000  9.685078409804517285E-001  2.019628662227785365E-001  7.665449747576742467E-001
  7.614107569316689444E-003  1.000000000000000444E+000  0.000000000000000000E+000 -6.938893903907228378E-017  0.000000000000000000E+000  9.685078409804296351E-001  2.020372293792032092E-001  7.664706116012506287E-001
  7.655628807550102569E-003  1.000000000000000444E+000  9.540979117872439019E-017  1.110223024625156540E-016  0.000000000000000000E+000  9.685078409804287469E-001  2.021094018894674105E-001  7.663984390909873712E-001
  7.701302169606856485E-003  9.999999999999996669E-001  3.469446951953614189E-018  1.734723475976807094E-016  0.000000000000000000E+000  9.685078409804459554E-001  2.021958309845494073E-001  7.663120099958830034E-001
  7.751542867869285272E-003  1.000000000000000888E+000  9.714451465470119729E-017  2.775557561562891351E-017  0.000000000000000000E+000  9.685078409804477317E-001  2.022932790593249541E-001  7.662145619211244707E-001
  7.806807635957957112E-003  9.999999999999998890E-001  0.000000000000000000E+000 -6.591949208711866959E-017  0.000000000000000000E+000  9.685078409804535049E-001  2.024052664272132374E-001  7.661025745532362707E-001
  7.867598880855497870E-003  9.999999999999997780E-001  9.714451465470119729E-017 -6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804523947E-001  2.025226820086965529E-001  7.659851589717558973E-001
  7.934469250242789581E-003  9.999999999999993339E-001  4.163336342344337027E-017  2.081668171172168513E-017  0.000000000000000000E+000  9.685078409804578348E-001  2.026559286120946657E-001  7.658519123683393826E-001
  8.008026656568812893E-003  9.999999999999975575E-001  1.144917494144692682E-016  5.551115123125782702E-017  0.000000000000000000E+000  9.685078409804603883E-001  2.028033831750601923E-001  7.657044578053748829E-001
  8.081841131250126417E-003  1.000000000000000222E+000 -1.040834085586084257E-016  6.938893903907228378E-017  0.000000000000000000E+000  9.685078409804576127E-001  2.029363266530060383E-001  7.655715143274118839E-001
  8.155744950719441902E-003  9.999999999999993339E-001  2.567390744445674500E-016  6.938893903907228378E-018  0.000000000000000000E+000  9.685078409804567245E-001  2.030633414135362691E-001  7.654444995668835405E-001
  8.229595229285109267E-003  9.999999999999984457E-001 -9.714451465470119729E-017  6.245004513516505540E-017  0.000000000000000000E+000  9.685078409804523947E-001  2.031872862428469317E-001  7.653205547375525608E-001
  8.303414089080635510E-003  9.999999999999990008E-001 -8.673617379884035472E-017 -8.326672684688674053E-017  0.000000000000000000E+000  9.685078409804556143E-001  2.033095960330159879E-001  7.651982449474228343E-001
  8.377388474114620329E-003  9.999999999999991118E-001 -1.526556658859590243E-016  8.326672684688674053E-017  0.000000000000000000E+000  9.685078409804531718E-001  2.034321323042087570E-001  7.650757086762274284E-001
